archetype,TF,t_value,p_value
0,ABL1,-0.2516038269323644,0.9148653771919574
1,ABL1,1.5695701069824646,0.26802450162346786
2,ABL1,-0.7053192779681896,0.7518737037945339
0,AHR,0.7062496673995219,0.748364716463771
1,AHR,1.4649295424884523,0.3089815824721443
2,AHR,-2.1689832102622875,0.16245908177832022
0,AIP,-3.2929234198699397,0.019380162842822412
1,AIP,2.574539887709824,0.04971066461080335
2,AIP,-1.2441063060308541,0.5062597749971609
0,AIRE,-0.6847572642794109,0.7556286280172279
1,AIRE,1.2665007200252039,0.3959190394899821
2,AIRE,-0.8176159739177112,0.7303523075800411
0,AP1,-5.534020321210031,9.714690545573115e-06
1,AP1,5.530710231892634,1.2964032392462134e-06
2,AP1,1.3515831030598318,0.4601726760107913
0,APEX1,0.9142892464305936,0.6728766916757708
1,APEX1,1.884244633096546,0.16945649859357714
2,APEX1,-1.8516077160483846,0.26372020843926336
0,AR,-0.20042763762846733,0.9266195525787767
1,AR,6.1824854097704565,3.98903926481871e-08
2,AR,-0.40729015151260634,0.860100744204166
0,ARID1A,-0.7822969654611559,0.7149113982460162
1,ARID1A,2.403789383329578,0.06887097327665472
2,ARID1A,-1.1950074205255812,0.5254864927045728
0,ARID3A,-0.5155140918104066,0.8317042538744519
1,ARID3A,0.44359926542276307,0.8074839177159885
2,ARID3A,-0.23691978156251003,0.9172755367618646
0,ARID3B,0.568323936830608,0.805784657668078
1,ARID3B,0.3937483726366687,0.8340266359891239
2,ARID3B,1.1661906981064345,0.5376207954941167
0,ARID4A,0.8429203998399495,0.705209536944274
1,ARID4A,-0.595112671356059,0.7466130896814881
2,ARID4A,0.9035574838928735,0.6778919280003904
0,ARID4B,-0.45090243502588373,0.8548176960963331
1,ARID4B,0.06820781389061616,0.9691921193495383
2,ARID4B,-0.9355269273678248,0.6603046071416051
0,ARNT,-0.07176976938540869,0.9714845840370367
1,ARNT,1.9944357342644323,0.14124672136058916
2,ARNT,-0.26906087465531425,0.9136260699620744
0,ARX,-2.008888977261765,0.20989994715054197
1,ARX,2.092030427250132,0.1191086078403007
2,ARX,-0.10348144864665951,0.962685714302982
0,ASCL1,-2.0672034452565926,0.1948773828683217
1,ASCL1,3.030777308457461,0.018342629073121435
2,ASCL1,-0.9737573674364649,0.6421030460933354
0,ASCL2,-4.083351659243887,0.0023407239164302688
1,ASCL2,1.301739789420832,0.38888570653101406
2,ASCL2,1.6846889439261559,0.3283490680956925
0,ATF1,-3.3271281770564416,0.01875992730497918
1,ATF1,5.1373300330384915,8.348107117065837e-06
2,ATF1,-0.44775917060949166,0.847981995538968
0,ATF2,-0.23239981228406137,0.9201357840907378
1,ATF2,4.0644778456423225,0.0008249363810805293
2,ATF2,-1.679032896979039,0.3283490680956925
0,ATF3,-1.630746622864608,0.370108906531697
1,ATF3,-0.05945562361340094,0.9721385093479348
2,ATF3,2.074220560721137,0.1856506465057422
