archetype,TF,t_value,p_value
0,RORA,4.611065897881433,0.0005504062885365817
0,ATOH1,4.048249023590045,0.0025263319619408583
0,REST,3.756726625222865,0.005358700045134518
0,ERF,3.697408869706036,0.006484252868776633
0,ZBTB18,3.575526746062362,0.008861180470966741
0,PBX2,3.2743870587563273,0.020121953278966796
0,LHX3,3.235257827397161,0.021316263017740745
0,KLF17,3.2117826933302296,0.02255773337928938
0,ZGLP1,3.107851337172011,0.02817816242532815
0,HDAC3,3.1061645359297354,0.02817816242532815
0,LMX1B,2.9815580581112475,0.04085326847439334
0,NR2F1,2.9427976164347025,0.045386186673063364
0,CLOCK,-2.9224932980667813,0.04748290859103982
0,THRB,-3.0857224403400743,0.029546018100605975
0,SMAD1,-3.123109559711109,0.02781524911814111
